TckrSymb,FinInstrmNm,Industry,exchange
ACKNIT,ACKNIT INDUSTRIES LTD.,Footwear & Accessories,BSE
TITANSEC,TITAN SECURITIES LTD.,Capital Markets,BSE
REALECO,REAL ECO-ENERGY LIMITED,Real Estate Services,BSE
VIVANZA,Vivanza Biosciences Limited,Drug Manufacturers - Specialty & Generic,BSE
YASHRAJC,YASHRAJ CONTAINEURS LTD.,Packaging & Containers,BSE
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,Lodging,BSE
PURETROP,PURETROP FRUITS LIMITED,Food Distribution,BSE
PRADHIN,PRADHIN LIMITED,Food Distribution,BSE
ANUPAM,ANUPAM FINSERV LIMITED,Credit Services,BSE
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,Packaging & Containers,BSE
NATRAJPR,NATRAJ PROTEINS LTD.,Packaged Foods,BSE
SAMRATPH,SAMRAT PHARMACHEM LTD.,Chemicals,BSE
NPRFIN,NPR FINANCE LTD.,Credit Services,BSE
NILE,NILE LTD.,Other Industrial Metals & Mining,BSE
AMCOIND,AMCO INDIA LTD.,Specialty Chemicals,BSE
KREONFIN,KREON FINNANCIAL SERVICES LTD.,Credit Services,BSE
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD,Real Estate Services,BSE
KISAN,KISAN MOULDINGS LTD.,Building Products & Equipment,BSE
KERALAYUR,KERALA AYURVEDA LTD.,Drug Manufacturers - Specialty & Generic,BSE
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,Credit Services,BSE
MOHITPPR,MOHIT PAPER MILLS LTD.,Paper & Paper Products,BSE
DAULAT,DAULAT SECURITIES LTD.,Capital Markets,BSE
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.,Software - Infrastructure,BSE
RSCINT,RSC INTERNATIONAL LTD.,Textile Manufacturing,BSE
SURATRAML,Surat Trade and Mercantile Lim,Capital Markets,BSE
ATHARVENT,ATHARV ENTERPRISES LTD.,Textile Manufacturing,BSE
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,Capital Markets,BSE
KALLAM,KALLAM TEXTILES LTD,Textile Manufacturing,BSE
BRAWN,BRAWN BIOTECH LTD.,Drug Manufacturers - Specialty & Generic,BSE
FORINTL,FORTUNE INTERNATIONAL LTD.,Specialty Business Services,BSE
KINGSINFR,KINGS INFRA VENTURES LIMITED,Farm Products,BSE
SWOJAS,SWOJAS FOODS LIMITED,Credit Services,BSE
NUTRICIRCLE,Nutricircle Limited,Packaged Foods,BSE
AUROLAB,AURO LABORATORIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,Capital Markets,BSE
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD,Capital Markets,BSE
BRIDGESE,BRIDGE SECURITIES LTD.,Food Distribution,BSE
RISAINTL,RISA INTERNATIONAL LTD.,Textile Manufacturing,BSE
RAJTUBE,RAJASTHAN TUBE MANUFACTURING C,Steel,BSE
KAYPOWR,KAY POWER AND PAPER LTD.,Paper & Paper Products,BSE
INTSTOIL,INTER STATE OIL CARRIER LTD.,Trucking,BSE
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,Capital Markets,BSE
SAINIK,SAINIK FINANCE & INDUSTRIES LT,Credit Services,BSE
ARIGATO,ARIGATO UNIVERSE LIMITED,Building Materials,BSE
RICHUNV,RICH UNIVERSE NETWORK LTD.,Capital Markets,BSE
QUANTDIA,QUANTUM DIGITAL VISION (INDIA),Packaging & Containers,BSE
SPCAPIT,SP CAPITAL FINANCING LTD.,Capital Markets,BSE
PAOS,PAOS INDUSTRIES LIMITED,Shell Companies,BSE
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,Beverages - Wineries & Distilleries,BSE
CHANDRAP,CHANDRA PRABHU INTERNATIONAL L,Thermal Coal,BSE
KIMIABL,KIMIA BIOSCIENCES LIMITED,Drug Manufacturers - Specialty & Generic,BSE
HINDTIN,HINDUSTAN TIN WORKS LTD.,Packaging & Containers,BSE
GODAVARI,GODAVARI DRUGS LTD.,Drug Manufacturers - Specialty & Generic,BSE
PREMCO,PREMCO GLOBAL LTD.,Textile Manufacturing,BSE
MUKESHB,MUKESH BABU FINANCIAL SERVICES,Capital Markets,BSE
KBSINDIA,KBS INDIA LIMITED,Capital Markets,BSE
PRABHHANS,PRABHHANS INDUSTRIES LIMITED,Engineering & Construction,BSE
VAMSHIRU,VAMSHI RUBBER LTD.,Auto Parts,BSE
VINYOFL,VINYOFLEX LTD.,Specialty Chemicals,BSE
JINDCAP,JINDAL CAPITAL LTD.,Capital Markets,BSE
EPIC,EPIC ENERGY LTD.,Electrical Equipment & Parts,BSE
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,Capital Markets,BSE
KUWERIN,KUWER INDUSTRIES LTD.,Packaging & Containers,BSE
CHOKSI,CHOKSI ASIA LIMITED,Medical Devices,BSE
ASHISHPO,ASHISH POLYPLAST LTD.,Specialty Chemicals,BSE
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES L,Agricultural Inputs,BSE
SIDDHA,SIDDHA VENTURES LTD.,Capital Markets,BSE
KIRANSY-B,KIRAN SYNTEX LTD.,Textile Manufacturing,BSE
SUMERUIND,SUMERU INDUSTRIES LTD.,Textile Manufacturing,BSE
RUNGTAIR,RUNGTA IRRIGATION LTD.,Farm & Heavy Construction Machinery,BSE
GTTDATA,GTT DATA SOLUTIONS LIMITED,Information Technology Services,BSE
VALSONQ,VALSON INDUSTRIES LTD.,Textile Manufacturing,BSE
SABOOSOD,SABOO SODIUM CHLORO LTD.,Packaged Foods,BSE
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Drug Manufacturers - Specialty & Generic,BSE
STRATMONT,STRATMONT INDUSTRIES LIMITED,Coking Coal,BSE
AKCAPIT,A.K.CAPITAL SERVICES LTD.,Capital Markets,BSE
VIRAT,VIRAT INDUSTRIES LTD.,Apparel Manufacturing,BSE
RRETAIL,RAJNISH RETAIL LIMITED,Luxury Goods,BSE
TERAI,TERAI TEA CO.LTD.,Farm Products,BSE
COSCO,COSCO (INDIA) LTD.,Leisure,BSE
KENFIN,KEN FINANCIAL SERVICES LTD.,Credit Services,BSE
NCLRESE,NCL RESEARCH & FINANCIAL SERVI,Credit Services,BSE
LADDERUP,LADDERUP FINANCE LTD.,Credit Services,BSE
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,Credit Services,BSE
SWASTIKA,SWASTIKA INVESTMART LTD.,Capital Markets,BSE
PRIMAPLA,PRIMA PLASTICS LTD.,"Furnishings, Fixtures & Appliances",BSE
TELECANOR,TELECANOR GLOBAL LTD.,Software - Infrastructure,BSE
JAGSONFI,JAGSONPAL FINANCE & LEASING LT,Capital Markets,BSE
GARGFUR,GARG FURNACE LTD.,Steel,BSE
SAMPRE,SAMPRE NUTRITIONS LTD.,Confectioners,BSE
AAIL,Akar Auto Industries Limited,Auto Parts,BSE
VIPULORG,Vipul Organics Limited,Specialty Chemicals,BSE
ECORECO,ECO RECYCLING LTD.,Waste Management,BSE
GOYALASS,GOYAL ASSOCIATES LTD.,Credit Services,BSE
ZENITHHE,ZENITH HEALTH CARE LTD.,Drug Manufacturers - Specialty & Generic,BSE
ACEENGITEC,ACE ENGITECH LIMITED,Information Technology Services,BSE
YORKEXP,YORK EXPORTS LTD.,Apparel Manufacturing,BSE
LYKISLTD,LYKIS LIMITED,Household & Personal Products,BSE
PRIMEPRO,PRIME PROPERTY DEVELOPMENT COR,Real Estate - Development,BSE
ZENLABS,Zenlabs Ethica Limited,Medical Distribution,BSE
ANIRIT,ANIRIT VENTURES LIMITED,Real Estate Services,BSE
GOWRALE,GOWRA LEASING & FINANCE LTD.,Credit Services,BSE
JAGANLAM,JAGAN LAMPS LTD.,Auto Parts,BSE
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICE,Capital Markets,BSE
ENCODE,ENCODE PACKAGING INDIA LIMITED,Publishing,BSE
SUPERBAK,SUPER BAKERS (INDIA) LTD.,Packaged Foods,BSE
OVOBELE,OVOBEL FOODS LTD.,Packaged Foods,BSE
ACSTECH,ACS TECHNOLOGIES LIMITED,Information Technology Services,BSE
CHALLANI,CHALLANI CAPITAL LIMITED,Credit Services,BSE
CORNE,CORAL NEWSPRINTS LTD.,Paper & Paper Products,BSE
AGARWAL,AGARWAL FORTUNE INDIA LIMITED,Conglomerates,BSE
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &,Credit Services,BSE
INLANPR,INLAND PRINTERS LTD.,Specialty Business Services,BSE
CEEJAY,CEEJAY FINANCE LTD.,Credit Services,BSE
SUNCITYSY,SUNCITY SYNTHETICS LTD.,Textile Manufacturing,BSE
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Farm Products,BSE
OIVL,ONESOURCE INDUSTRIES AND VENTU,Farm Products,BSE
BNRUDY,BNR UDYOG LTD.,Specialty Business Services,BSE
SSPDL,SSPDL LTD.,Real Estate - Development,BSE
DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Specialty Chemicals,BSE
CILSEC,CIL SECURITIES LTD.,Capital Markets,BSE
SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Specialty Chemicals,BSE
GDLLEAS,GDL LEASING & FINANCE LTD.,Mortgage Finance,BSE
ABVL,Arunjyoti Bio Ventures Limited,Specialty Business Services,BSE
SUCROSA,SUPER CROP SAFE LTD.,Agricultural Inputs,BSE
NGIND,N.G.INDUSTRIES LTD.,Medical Care Facilities,BSE
ASIAPAK,ASIA PACK LTD.,Real Estate Services,BSE
SICAPIT,SI CAPITAL & FINANCIAL SERVICE,Capital Markets,BSE
ERPSOFT,ERP SOFT SYSTEMS LTD.,Information Technology Services,BSE
RAMSONS,RAMSONS PROJECTS LTD.,Credit Services,BSE
RRPDEFENSE,RRP DEFENSE LIMITED,Apparel Retail,BSE
STANPACK,STANPACKS (INDIA) LTD.,Packaging & Containers,BSE
RAMINFO,RAMINFO LIMITED,Software - Application,BSE
SUNILAGR,SUNIL AGRO FOODS LTD.,Packaged Foods,BSE
DIANATEA,DIANA TEA CO.LTD.,Farm Products,BSE
ALFAICA,ALFA ICA (INDIA) LTD.,"Furnishings, Fixtures & Appliances",BSE
SKCIL,Shri Keshav Cements and Infra,Building Materials,BSE
INDIAHOME,INDIA HOME LOAN LTD.,Mortgage Finance,BSE
ROOPAIND,ROOPA INDUSTRIES LTD.,Chemicals,BSE
UNIQUEO,UNIQUE ORGANICS LTD.,Farm Products,BSE
VENMAX,VENMAX DRUGS AND PHARMACEUTICA,Drug Manufacturers - Specialty & Generic,BSE
ARISE,ARIHANTS SECURITIES LTD.,Capital Markets,BSE
VISAGAR,VISAGAR FINANCIAL SERVICES LTD,Capital Markets,BSE
LIBORD,LIBORD SECURITIES LTD.,Capital Markets,BSE
EBIX,ERAAYA LIFESPACES LIMITED,Asset Management,BSE
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Auto & Truck Dealerships,BSE
ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Medical Care Facilities,BSE
NEELKAN,NEELKANTH ROCKMINERALS LTD.,Building Materials,BSE
VINTAGES,VINTAGE SECURITIES LTD.,Credit Services,BSE
OSWALOR,OSWAL OVERSEAS LTD.,Confectioners,BSE
CONTILI,CONTIL INDIA LTD.,Food Distribution,BSE
VIJSOLX,VIJAY SOLVEX LTD.,Packaged Foods,BSE
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Real Estate - Development,BSE
NIHARINF,NIHAR INFO GLOBAL LTD.,Information Technology Services,BSE
UNITDCR,UNITED CREDIT LTD.,Credit Services,BSE
CHECKPOINT,Checkpoint Trends Limited,Capital Markets,BSE
CEENIK,CEENIK EXPORTS (INDIA) LTD.,Apparel Manufacturing,BSE
KATIPATANG,KATI PATANG LIFESTYLE LIMITED,Beverages - Brewers,BSE
INANI,INANI MARBLES & INDUSTRIES LTD,Building Materials,BSE
GEMSI,GEMSTONE INVESTMENTS LTD.,Credit Services,BSE
ELFORGE,EL FORGE LTD.,Metal Fabrication,BSE
DILIGENT,DILIGENT INDUSTRIES LTD.,Packaged Foods,BSE
EPSOMPRO,EPSOM PROPERTIES LTD.,Real Estate - Development,BSE
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT,Farm Products,BSE
ORGCOAT,ORGANIC COATINGS LTD.,Specialty Chemicals,BSE
CATVISION,CATVISION  LIMITED,Communication Equipment,BSE
ABMKNO,ABM KNOWLEDGEWARE LTD.,Software - Application,BSE
KEMISTAR,KEMISTAR CORPORATION LIMITED,Specialty Chemicals,BSE
ASSOCER,ASSOCIATED CERAMICS LTD.,Building Materials,BSE
SKPSEC,SKP SECURITIES LTD.,Capital Markets,BSE
SYSCHEM,SYSCHEM (INDIA) LTD.,Drug Manufacturers - Specialty & Generic,BSE
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Capital Markets,BSE
HEMANG,HEMANG RESOURCES LIMITED,Thermal Coal,BSE
TAVERNIER,TAVERNIER RESOURCES LIMI,Luxury Goods,BSE
FILTRON,FILTRON ENGINEERS LTD.,Specialty Industrial Machinery,BSE
GLANCE,GLANCE FINANCE LTD.,Capital Markets,BSE
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Electrical Equipment & Parts,BSE
TRADEWELL,TRADEWELL HOLDINGS LIMITED,Capital Markets,BSE
SPRIGHT,SPRIGHT AGRO LIMITED,Agricultural Inputs,BSE
COLINZ,COLINZ LABORATORIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
NLFL,NALIN LEASE FINANCE LTD.,Credit Services,BSE
RTSPOWR,RTS POWER CORPORATION LTD.,Electrical Equipment & Parts,BSE
COMFINTE,COMFORT INTECH LTD.,Conglomerates,BSE
MAYURFL,MAYUR FLOORINGS LTD.,Building Products & Equipment,BSE
ANJANI,ANJANI SYNTHETICS LTD.,Textile Manufacturing,BSE
DECOMIC,DECO-MICA LTD.,Paper & Paper Products,BSE
RANDER,RANDER CORPORATION LTD.,Engineering & Construction,BSE
RASIELEC,RASI ELECTRODES LTD.,Tools & Accessories,BSE
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L,Apparel Manufacturing,BSE
CITIPOR,CITIPORT FINANCIAL SERVICES LT,Financial Conglomerates,BSE
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Credit Services,BSE
PRIMAIN,PRIMA INDUSTRIES LTD.,Packaged Foods,BSE
INDGELA,INDIA GELATINE & CHEMICALS LTD,Specialty Chemicals,BSE
OPTIFIN,Optimus Finance Limited,Chemicals,BSE
PARAGONF,PARAGON FINANCE LTD.,Credit Services,BSE
PRATIKSH,PRATIKSHA CHEMICALS LTD.,Chemicals,BSE
ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,Consulting Services,BSE
REFEXRENEW,Refex Renewables & Infrastruct,Semiconductors,BSE
EQUILATERA,EQUILATERAL ENTERPRISES LIMITE,Luxury Goods,BSE
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Information Technology Services,BSE
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Real Estate - Development,BSE
ELIXIR,Elixir Capital Limited,Capital Markets,BSE
TRISHAKT,Trishakti Industries Limited,Oil & Gas Equipment & Services,BSE
PANKAJPO,PANKAJ POLYMERS LTD.,Packaging & Containers,BSE
MARBLE,MARBLE CITY INDIA LIMITED,Building Products & Equipment,BSE
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,Specialty Chemicals,BSE
NATFIT,NATIONAL FITTINGS LIMITED,Building Products & Equipment,BSE
ARTEFACT,ARTEFACT PROJECTS LTD.,Engineering & Construction,BSE
AMITINT,AMIT INTERNATIONAL LTD.,Textile Manufacturing,BSE
HIGHSTREE,HIGH STREET FILATEX LTD.,Apparel Manufacturing,BSE
DHPIND,DHP INDIA LTD.,Tools & Accessories,BSE
RRIL,RRIL LIMITED,Textile Manufacturing,BSE
AVAILFC,AVAILABLE FINANCE LTD.,Credit Services,BSE
MARUTISE,MARUTI SECURITIES LTD.,Capital Markets,BSE
JAYIND,JAYATMA INDUSTRIES LIMITED,Textile Manufacturing,BSE
ROSELABS,ROSELABS FINANCE LTD.,Real Estate - Development,BSE
KRETTOSYS,KRETTO SYSCON LIMITED,Infrastructure Operations,BSE
WINPRO,WinPro Industries Limited,,BSE
BERVINL,BERVIN INVESTMENT & LEASING LT,Asset Management,BSE
GUJINV,GUJARAT INVESTA LTD.,Credit Services,BSE
EASTRED,EASTERN TREADS LTD.,Auto Parts,BSE
PEETISEC,PEETI SECURITIES LTD.,Textile Manufacturing,BSE
MERCURYEV,MERCURY EV-TECH LIMITED,Auto Manufacturers,BSE
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LT,Asset Management,BSE
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Credit Services,BSE
EKANSH,Ekansh Concepts Limited,Engineering & Construction,BSE
SPAR,SPARC ELECTREX LIMITED,Security & Protection Services,BSE
CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Medical Instruments & Supplies,BSE
ARIHANT,ARIHANT FOUNDATIONS & HOUSING,Real Estate - Development,BSE
HASTIFIN,HASTI FINANCE LTD.,Credit Services,BSE
UPSURGE,UPSURGE INVESTMENT & FINANCE L,Capital Markets,BSE
PADAMCO,PADAM COTTON YARNS LTD.,Consulting Services,BSE
WOMENNET,WOMEN NETWORKS LTD.,Thermal Coal,BSE
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL,Packaged Foods,BSE
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,Auto Parts,BSE
LWSKNIT,LWS KNITWEAR LTD.,Apparel Manufacturing,BSE
TUNITEX,TUNI TEXTILE MILLS LTD.,Textile Manufacturing,BSE
RADIXIND,RADIX INDUSTRIES (INDIA) LIMIT,Household & Personal Products,BSE
KIRANPR,KIRAN PRINT-PACK LTD.,Specialty Business Services,BSE
NARPROP,NARENDRA PROPERTIES LTD.,Real Estate - Development,BSE
MEGACOR,MEGA CORPORATION LTD.,Credit Services,BSE
SYTIXSE,SYSTEMATIX SECURITIES LTD.,Capital Markets,BSE
SAFFRON,SAFFRON INDUSTRIES LIMITED,Paper & Paper Products,BSE
PWASML,Prakash Woollen & Synthetic Mi,Textile Manufacturing,BSE
VARDHMAN,VARDHMAN CONCRETE LIMITED,Engineering & Construction,BSE
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,Specialty Chemicals,BSE
MINAXI,MINAXI TEXTILES LTD.,Textile Manufacturing,BSE
BOSTONBIO,BOSTON BIO SYSTEMS LTD.,Capital Markets,BSE
CONTICON,CONTINENTAL CONTROLS LTD.,Electrical Equipment & Parts,BSE
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Capital Markets,BSE
DUKEOFS,DUKE OFFSHORE LTD.,Oil & Gas Equipment & Services,BSE
CYBELEIND,CYBELE INDUSTRIES LTD.,Electrical Equipment & Parts,BSE
FILME,FILMCITY MEDIA LTD.,Entertainment,BSE
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,Software - Application,BSE
SYBLY,SYBLY INDUSTRIES LTD.,Textile Manufacturing,BSE
ESARIND,ESAAR (INDIA) LTD.,Capital Markets,BSE
MARIS,MARIS SPINNERS LTD.,Textile Manufacturing,BSE
INDERGR,INDERGIRI FINANCE LTD.,Asset Management,BSE
SKRABUL,SHUKRA BULLIONS LTD.,Luxury Goods,BSE
STEP2COR,STEP TWO CORPORATION LTD.,Credit Services,BSE
ORIENTTR,ORIENT TRADELINK LTD.,Entertainment,BSE
VIKASPROP,VIKAS PROPPANT & GRANITE LTD.,,BSE
ACESOFT,ACE SOFTWARE EXPORTS LTD.,Software - Application,BSE
SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD,Information Technology Services,BSE
ACCEDERE,ACCEDERE LIMITED,Information Technology Services,BSE
MIZVEN,MIZZEN VENTURES LIMITED,Infrastructure Operations,BSE
RISHDIGA,RISHABH DIGHA STEEL & ALLIED P,Steel,BSE
MAINFRA,MARUTI INFRASTRUCTURE LTD.,Engineering & Construction,BSE
KOBO,KOBO BIOTECH LIMITED,Drug Manufacturers - Specialty & Generic,BSE
JHACC,JHAVERI CREDITS & CAPITAL LTD.,Capital Markets,BSE
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Real Estate - Development,BSE
AMITSEC,AMIT SECURITIES LTD.,Aluminum,BSE
ASHUTPM,ASHUTOSH PAPER MILLS LTD.,Capital Markets,BSE
SANJIVIN,SANJIVANI PARANTERAL LTD.,Drug Manufacturers - Specialty & Generic,BSE
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,Real Estate Services,BSE
BERYLSE,BERYL SECURITIES LTD.,Credit Services,BSE
RAP,RAP CORP LIMITED,Real Estate - Diversified,BSE
DEVINE,DEVINE IMPEX LTD.,Luxury Goods,BSE
BAMPSL,BAMPSL SECURITIES LTD.,Capital Markets,BSE
GENPHARMA,GENPHARMASEC LIMITED,Drug Manufacturers - Specialty & Generic,BSE
INCON,INCON ENGINEERS LTD.,Specialty Industrial Machinery,BSE
GOGIACAPGL,GOGIA CAPITAL GROWTH LIMITED,Capital Markets,BSE
GORANIN,GORANI INDUSTRIES LTD.,"Furnishings, Fixtures & Appliances",BSE
STARCOM,STARCOM INFORMATION TECHNOLOGY,Software - Application,BSE
OROSMITHS,OROSIL SMITHS INDIA LTD.,Luxury Goods,BSE
TEJASSVI,TEJASSVI AAHARAM LIMITED,Packaged Foods,BSE
SILVOAK,SILVER OAK (INDIA) LTD.,Beverages - Wineries & Distilleries,BSE
PRAVEG,PRAVEG LIMITED,Advertising Agencies,BSE
TOKYOFIN,TOKYO FINANCE LTD.,Credit Services,BSE
NATGENI,NATIONAL GENERAL INDUSTRIES LT,Steel,BSE
UVS,UVS HOSPITALITY AND SERVICES L,Packaged Foods,BSE
ABATEAS,ABATE AS INDUSTRIES LIMITED,Capital Markets,BSE
HITTCO,HITTCO TOOLS LTD.,Tools & Accessories,BSE
YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,Household & Personal Products,BSE
RRMETAL,RR METALMAKERS INDIA LIMITED,Steel,BSE
VISIONCO,VISION CORPORATION LTD.,Entertainment,BSE
BISIL,BISIL PLAST LIMITED,Packaging & Containers,BSE
INANISEC,INANI SECURITIES LTD.,Capital Markets,BSE
ANKIN,ANKA INDIA LTD.,Software - Application,BSE
ARISINT,ARIS INTERNATIONAL LTD.,Software - Application,BSE
MAYUR,MAYUR LEATHER PRODUCTS LTD.,Footwear & Accessories,BSE
AMERISE,AMERISE BIOSCIENCES LIMITED,Shell Companies,BSE
PRITHVIEXCH,Prithvi Exchange (India) Limit,Capital Markets,BSE
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN,Advertising Agencies,BSE
RAINBOWF,RAINBOW FOUNDATIONS LTD.,Real Estate Services,BSE
TRICOMFRU,TRICOM FRUIT PRODUCTS LIMITED,Shell Companies,BSE
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,Drug Manufacturers - Specialty & Generic,BSE
MENNPIS,MENON PISTONS LTD.,Auto Parts,BSE
GREENCREST,GREENCREST FINANCIAL SERVICES,Capital Markets,BSE
GENNEX,GENNEX LABORATORIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
HIRAUTO,HIRA AUTOMOBILES LTD.,Auto & Truck Dealerships,BSE
GINISILK,GINI SILK MILLS LTD.,Textile Manufacturing,BSE
BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L,Capital Markets,BSE
GKCONS,G.K.CONSULTANTS LTD.,Capital Markets,BSE
UNJHAFOR,UNJHA FORMULATIONS LTD.,Drug Manufacturers - Specialty & Generic,BSE
PFLINFOTC,PFL INFOTECH LTD.,Shell Companies,BSE
SHRADDHA,SHRADDHA PRIME PROJECTS LTD,Real Estate - Development,BSE
KACHCHH,KACHCHH MINERALS LTD.,Building Materials,BSE
PADALPO,PADMANABH ALLOYS & POLYMERS LT,Specialty Chemicals,BSE
KACL,KAISER CORPORATION LIMITED,Specialty Business Services,BSE
KCLINFRA,KCL Infra Projects Limited,Engineering & Construction,BSE
SCANPRO,SCAN PROJECTS LTD.,Specialty Industrial Machinery,BSE
PRERINFRA,PRERNA INFRABUILD LTD.,Real Estate - Development,BSE
METALCO,METAL COATINGS (INDIA) LTD.,Steel,BSE
SGNTE,SGN TELECOMS LTD.,Electrical Equipment & Parts,BSE
GANGAPA,GANGA PAPERS INDIA LTD.,Paper & Paper Products,BSE
TIRSARJ,TIRUPATI SARJAN LTD.,Real Estate - Development,BSE
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Capital Markets,BSE
NATHUEC,NATURA HUE CHEM LTD.,Consulting Services,BSE
IECEDU,IEC EDUCATION LTD.,Education & Training Services,BSE
INDUSFINL,Indus Finance Limited,Credit Services,BSE
LAHOTIOV,LAHOTI OVERSEAS LTD.,Textile Manufacturing,BSE
TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Capital Markets,BSE
ASTAR,ASIAN STAR CO.LTD.,Luxury Goods,BSE
ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L,Railroads,BSE
JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Capital Markets,BSE
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Agricultural Inputs,BSE
UNITINT,UNITECH INTERNATIONAL LTD.,Other Industrial Metals & Mining,BSE
SACHEMT,SACHETA METALS LTD.,"Furnishings, Fixtures & Appliances",BSE
POPULARES,POPULAR ESTATE MANAGEMENT LTD.,Real Estate - Development,BSE
ANJANIFIN,ANJANI FINANCE LTD.,Credit Services,BSE
REXNORD,REXNORD ELECTRONICS & CONTROLS,Specialty Industrial Machinery,BSE
IIL,INTEGRATED INDUSTRIES LIMITED,Packaged Foods,BSE
SAWACA,SAWACA ENTERPRISES LIMITED,Specialty Chemicals,BSE
CCLINTER,CCL INTERNATIONAL LTD.,Engineering & Construction,BSE
GALLOPENT,GALLOPS ENTERPRISE LTD.,Real Estate - Development,BSE
CROISSANCE,CROISSANCE LIMITED,Real Estate Services,BSE
MADHUVEER,Madhuveer Com 18 Network Limit,Entertainment,BSE
GALAGEX,GALAXY AGRICO EXPORTS LTD.,Tools & Accessories,BSE
GOPAIST,GOPAL IRON & STEELS CO.(GUJARA,Steel,BSE
HINDAPL,HINDUSTAN APPLIANCES LTD.,Conglomerates,BSE
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD,Confectioners,BSE
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,Entertainment,BSE
SARTHAKIND,SARTHAK INDUSTRIES LTD.,Conglomerates,BSE
SAICAPI,SAI CAPITAL LTD.,Capital Markets,BSE
LEXORAA,LEXORAA INDUSTRIES LIMITED,Specialty Industrial Machinery,BSE
VERTEX,VERTEX SECURITIES LTD.,Capital Markets,BSE
RIBATEX,RIBA TEXTILES LTD.,Textile Manufacturing,BSE
NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED,Real Estate Services,BSE
KASHYAP,Kashyap Tele-Medicines Limited,Software - Application,BSE
SHREMETAL,SHREE METALLOYS LTD.,Other Industrial Metals & Mining,BSE
IITLPROJ,IITL PROJECTS LIMITED,Real Estate - Development,BSE
CHLOGIST,CHARTERED LOGISTICS LTD.,Trucking,BSE
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.,Aluminum,BSE
SENINFO,SENTHIL INFOTEK LTD,Information Technology Services,BSE
SPECFOOD,SPECTRUM FOODS LTD.,Packaged Foods,BSE
DECPO,DECCAN POLYPACKS LTD.,Packaging & Containers,BSE
AMRAAGRI,AMRAWORLD AGRICO LTD.,Specialty Industrial Machinery,BSE
AUTOPINS,AUTO PINS (INDIA) LTD.,Auto Parts,BSE
